dateid,day,month,year
1418,14,12,2023
1419,14,12,2023
1420,14,12,2023
1421,14,12,2023
1422,14,12,2023
1423,14,12,2023
1424,14,12,2023
1425,14,12,2023
1426,14,12,2023
1427,14,12,2023
1428,14,12,2023
1429,14,12,2023
1430,14,12,2023
1431,14,12,2023
1432,14,12,2023
1433,14,12,2023
1434,14,12,2023
1435,14,12,2023
1436,14,12,2023
1437,14,12,2023
1438,14,12,2023
1439,14,12,2023
1440,14,12,2023
1441,14,12,2023
1442,14,12,2023
1443,14,12,2023
1444,14,12,2023
1445,14,12,2023
1446,14,12,2023
1447,14,12,2023
1448,14,12,2023
1449,14,12,2023
1450,14,12,2023
1451,14,12,2023
1452,14,12,2023
1453,14,12,2023
1454,14,12,2023
1455,14,12,2023
1456,14,12,2023
1457,14,12,2023
1458,14,12,2023
1459,14,12,2023
1460,14,12,2023
1461,14,12,2023
1462,14,12,2023
1463,14,12,2023
1464,14,12,2023
1465,14,12,2023
1466,14,12,2023
1467,14,12,2023
1468,14,12,2023
1469,14,12,2023
1470,14,12,2023
1471,14,12,2023
1472,14,12,2023
1473,14,12,2023
1474,14,12,2023
1475,14,12,2023
1476,14,12,2023
1477,14,12,2023
1478,14,12,2023
1479,14,12,2023
1480,14,12,2023
1481,14,12,2023
1482,14,12,2023
1483,14,12,2023
1484,14,12,2023
1485,14,12,2023
1486,14,12,2023
1487,14,12,2023
1488,14,12,2023
1489,14,12,2023
1490,14,12,2023
1491,14,12,2023
1492,14,12,2023
1493,14,12,2023
1494,14,12,2023
1495,14,12,2023
1496,14,12,2023
1497,14,12,2023
1498,14,12,2023
1499,14,12,2023
1500,14,12,2023
1501,14,12,2023
1502,14,12,2023
1503,14,12,2023
1504,14,12,2023
1505,14,12,2023
1506,14,12,2023
1507,14,12,2023
1508,14,12,2023
1509,14,12,2023
1510,14,12,2023
1511,14,12,2023
1512,14,12,2023
1513,14,12,2023
1514,14,12,2023
1515,14,12,2023
1516,14,12,2023
1517,14,12,2023
1518,14,12,2023
1519,14,12,2023
1520,14,12,2023
1521,14,12,2023
1522,14,12,2023
1523,14,12,2023
1524,14,12,2023
1525,14,12,2023
1526,14,12,2023
1527,14,12,2023
1528,14,12,2023
1529,14,12,2023
1530,14,12,2023
1531,14,12,2023
1532,14,12,2023
1533,14,12,2023
1534,14,12,2023
1535,14,12,2023
1536,14,12,2023
1537,14,12,2023
1538,14,12,2023
1539,14,12,2023
1540,14,12,2023
1541,14,12,2023
1542,14,12,2023
1543,14,12,2023
1544,14,12,2023
1545,14,12,2023
1546,14,12,2023
1547,14,12,2023
1548,14,12,2023
1549,14,12,2023
1550,14,12,2023
1551,14,12,2023
1552,14,12,2023
1553,14,12,2023
1554,14,12,2023
1555,14,12,2023
1556,14,12,2023
1557,14,12,2023
1558,14,12,2023
1559,14,12,2023
1560,14,12,2023
1561,14,12,2023
1562,14,12,2023
1563,14,12,2023
1564,14,12,2023
1565,14,12,2023
1566,14,12,2023
1567,14,12,2023
1568,14,12,2023
1569,14,12,2023
1570,14,12,2023
1571,14,12,2023
1572,14,12,2023
1573,14,12,2023
1574,14,12,2023
1575,14,12,2023
1576,14,12,2023
1577,14,12,2023
1578,14,12,2023
1579,14,12,2023
1580,14,12,2023
1581,14,12,2023
1582,14,12,2023
1583,14,12,2023
1584,14,12,2023
1585,14,12,2023
1586,14,12,2023
1587,14,12,2023
1588,14,12,2023
1589,14,12,2023
1590,14,12,2023
1591,14,12,2023
1592,14,12,2023
1593,14,12,2023
1594,14,12,2023
1595,14,12,2023
1596,14,12,2023
1597,14,12,2023
1598,14,12,2023
1599,14,12,2023
1600,14,12,2023
1601,14,12,2023
1602,14,12,2023
1603,14,12,2023
1604,14,12,2023
1605,14,12,2023
1606,14,12,2023
1607,14,12,2023
1608,14,12,2023
1609,14,12,2023
1610,14,12,2023
1611,14,12,2023
1612,14,12,2023
1613,14,12,2023
1614,14,12,2023
1615,14,12,2023
1616,14,12,2023
1617,14,12,2023
1618,14,12,2023
1619,14,12,2023
1620,14,12,2023
1621,14,12,2023
1622,14,12,2023
1623,14,12,2023
1624,14,12,2023
1625,14,12,2023
1626,14,12,2023
1627,14,12,2023
1628,14,12,2023
1629,14,12,2023
1630,14,12,2023
1631,14,12,2023
1632,14,12,2023
1633,14,12,2023
1634,14,12,2023
1635,14,12,2023
1636,14,12,2023
1637,14,12,2023
1638,14,12,2023
1639,14,12,2023
1640,14,12,2023
1641,14,12,2023
1642,14,12,2023
1643,14,12,2023
1644,14,12,2023
1645,14,12,2023
1646,14,12,2023
1647,14,12,2023
1648,14,12,2023
1649,14,12,2023
1650,14,12,2023
1651,14,12,2023
1652,14,12,2023
1653,14,12,2023
1654,14,12,2023
1655,14,12,2023
1656,14,12,2023
1657,14,12,2023
1658,14,12,2023
1659,14,12,2023
1660,14,12,2023
1661,14,12,2023
1662,14,12,2023
1663,14,12,2023
1664,14,12,2023
1665,14,12,2023
1666,14,12,2023
1667,14,12,2023
1668,14,12,2023
1669,14,12,2023
1670,14,12,2023
1671,14,12,2023
1672,14,12,2023
1673,14,12,2023
1674,14,12,2023
1675,14,12,2023
1676,14,12,2023
1677,14,12,2023
1678,14,12,2023
1679,14,12,2023
1680,14,12,2023
1681,14,12,2023
1682,14,12,2023
1683,14,12,2023
1684,14,12,2023
1685,14,12,2023
1686,14,12,2023
1687,14,12,2023
1688,14,12,2023
1689,14,12,2023
1690,14,12,2023
1691,14,12,2023
1692,14,12,2023
1693,14,12,2023
1694,14,12,2023
1695,14,12,2023
1696,14,12,2023
1697,14,12,2023
1698,14,12,2023
1699,14,12,2023
1700,14,12,2023
1701,14,12,2023
1702,14,12,2023
1703,14,12,2023
1704,14,12,2023
1705,14,12,2023
1706,14,12,2023
1707,14,12,2023
1708,14,12,2023
1709,14,12,2023
1710,14,12,2023
1711,14,12,2023
1712,14,12,2023
1713,14,12,2023
1714,14,12,2023
1715,14,12,2023
1716,14,12,2023
1717,14,12,2023
1718,14,12,2023
1719,14,12,2023
1720,14,12,2023
1721,14,12,2023
1722,14,12,2023
1723,14,12,2023
1724,14,12,2023
1725,14,12,2023
1726,14,12,2023
1727,14,12,2023
1728,14,12,2023
1729,14,12,2023
1730,14,12,2023
1731,14,12,2023
1732,14,12,2023
1733,14,12,2023
1734,14,12,2023
1735,14,12,2023
1736,14,12,2023
1737,14,12,2023
1738,14,12,2023
1739,14,12,2023
1740,14,12,2023
1741,14,12,2023
1742,14,12,2023
1743,14,12,2023
1744,14,12,2023
1745,14,12,2023
1746,14,12,2023
1747,14,12,2023
1748,14,12,2023
1749,14,12,2023
1750,14,12,2023
1751,14,12,2023
1752,14,12,2023
1753,14,12,2023
1754,14,12,2023
1755,14,12,2023
1756,14,12,2023
1757,14,12,2023
1758,14,12,2023
1759,14,12,2023
1760,14,12,2023
1761,14,12,2023
1762,14,12,2023
1763,14,12,2023
1764,14,12,2023
1765,14,12,2023
1766,14,12,2023
1767,14,12,2023
1768,14,12,2023
1769,14,12,2023
1770,14,12,2023
1771,14,12,2023
1772,14,12,2023
1773,14,12,2023
1774,14,12,2023
1775,14,12,2023
1776,14,12,2023
1777,14,12,2023
1778,14,12,2023
1779,14,12,2023
1780,14,12,2023
1781,14,12,2023
1782,14,12,2023
1783,14,12,2023
1784,14,12,2023
1785,14,12,2023
1786,14,12,2023
1787,14,12,2023
1788,14,12,2023
1789,14,12,2023
1790,14,12,2023
1791,14,12,2023
1792,14,12,2023
1793,14,12,2023
1794,14,12,2023
1795,14,12,2023
1796,14,12,2023
1797,14,12,2023
1798,14,12,2023
1799,14,12,2023
1800,14,12,2023
1801,14,12,2023
1802,14,12,2023
1803,14,12,2023
1804,14,12,2023
1805,14,12,2023
1806,14,12,2023
1807,14,12,2023
1808,14,12,2023
1809,14,12,2023
1810,14,12,2023
1811,14,12,2023
1812,14,12,2023
1813,14,12,2023
1814,14,12,2023
1815,14,12,2023
1816,14,12,2023
1817,14,12,2023
1818,14,12,2023
1819,14,12,2023
1820,14,12,2023
1821,14,12,2023
1822,14,12,2023
1823,14,12,2023
1824,14,12,2023
1825,14,12,2023
1826,14,12,2023
1827,14,12,2023
1828,14,12,2023
1829,14,12,2023
1830,14,12,2023
1831,14,12,2023
1832,14,12,2023
1833,14,12,2023
1834,14,12,2023
1835,14,12,2023
1836,14,12,2023
1837,14,12,2023
1838,14,12,2023
1839,14,12,2023
1840,14,12,2023
1841,14,12,2023
1842,14,12,2023
1843,14,12,2023
1844,14,12,2023
1845,14,12,2023
1846,14,12,2023
1847,14,12,2023
1848,14,12,2023
1849,14,12,2023
1850,14,12,2023
1851,14,12,2023
1852,14,12,2023
1853,14,12,2023
1854,14,12,2023
1855,14,12,2023
1856,14,12,2023
1857,14,12,2023
1858,14,12,2023
1859,14,12,2023
1860,14,12,2023
1861,14,12,2023
1862,14,12,2023
1863,14,12,2023
1864,14,12,2023
1865,14,12,2023
1866,14,12,2023
1867,14,12,2023
1868,14,12,2023
1869,14,12,2023
1870,14,12,2023
1871,14,12,2023
1872,14,12,2023
1873,14,12,2023
1874,14,12,2023
1875,14,12,2023
1876,14,12,2023
1877,14,12,2023
1878,14,12,2023
1879,14,12,2023
1880,14,12,2023
1881,14,12,2023
1882,14,12,2023
1883,14,12,2023
1884,14,12,2023
1885,14,12,2023
1886,14,12,2023
1887,14,12,2023
1888,14,12,2023
1889,14,12,2023
1890,14,12,2023
1891,14,12,2023
1892,14,12,2023
1893,14,12,2023
1894,14,12,2023
1895,14,12,2023
1896,14,12,2023
1897,14,12,2023
1898,14,12,2023
1899,14,12,2023
1900,14,12,2023
1901,14,12,2023
1902,14,12,2023
1903,14,12,2023
1904,14,12,2023
1905,14,12,2023
1906,14,12,2023
1907,14,12,2023
1908,14,12,2023
1909,14,12,2023
1910,14,12,2023
1911,14,12,2023
1912,14,12,2023
1913,14,12,2023
1914,14,12,2023
1915,14,12,2023
1916,14,12,2023
1917,14,12,2023
1918,14,12,2023
1919,14,12,2023
1920,14,12,2023
1921,14,12,2023
1922,14,12,2023
1923,14,12,2023
1924,14,12,2023
1925,14,12,2023
1926,14,12,2023
1927,14,12,2023
1928,14,12,2023
1929,14,12,2023
1930,14,12,2023
1931,14,12,2023
1932,14,12,2023
1933,14,12,2023
1934,14,12,2023
1935,14,12,2023
1936,14,12,2023
1937,14,12,2023
1938,14,12,2023
1939,14,12,2023
1940,14,12,2023
1941,14,12,2023
1942,14,12,2023
1943,14,12,2023
1944,14,12,2023
1945,14,12,2023
1946,14,12,2023
1947,14,12,2023
1948,14,12,2023
1949,14,12,2023
1950,14,12,2023
1951,14,12,2023
1952,14,12,2023
1953,14,12,2023
1954,14,12,2023
1955,14,12,2023
1956,14,12,2023
1957,14,12,2023
1958,14,12,2023
1959,14,12,2023
1960,14,12,2023
1961,14,12,2023
1962,14,12,2023
1963,14,12,2023
1964,14,12,2023
1965,14,12,2023
1966,14,12,2023
1967,14,12,2023
1968,14,12,2023
1969,14,12,2023
1970,14,12,2023
1971,14,12,2023
1972,14,12,2023
1973,14,12,2023
1974,14,12,2023
1975,14,12,2023
1976,14,12,2023
1977,14,12,2023
1978,14,12,2023
1979,14,12,2023
1980,14,12,2023
1981,14,12,2023
1982,14,12,2023
1983,14,12,2023
1984,14,12,2023
1985,14,12,2023
1986,14,12,2023
1987,14,12,2023
1988,14,12,2023
1989,14,12,2023
1990,14,12,2023
1991,14,12,2023
1992,14,12,2023
1993,14,12,2023
1994,14,12,2023
1995,14,12,2023
1996,14,12,2023
1997,14,12,2023
1998,14,12,2023
1999,14,12,2023
2000,14,12,2023
2001,14,12,2023
2002,14,12,2023
2003,14,12,2023
2004,14,12,2023
2005,14,12,2023
2006,14,12,2023
2007,14,12,2023
2008,14,12,2023
2009,14,12,2023
2010,14,12,2023
2011,14,12,2023
2012,14,12,2023
2013,14,12,2023
2014,14,12,2023
2015,14,12,2023
2016,14,12,2023
2017,14,12,2023
2018,14,12,2023
2019,14,12,2023
2020,14,12,2023
2021,14,12,2023
2022,14,12,2023
2023,14,12,2023
2024,14,12,2023
2025,14,12,2023
2026,14,12,2023
2027,14,12,2023
2028,14,12,2023
2029,14,12,2023
2030,14,12,2023
2031,14,12,2023
2032,14,12,2023
2033,14,12,2023
2034,14,12,2023
2035,14,12,2023
2036,14,12,2023
2037,14,12,2023
2038,14,12,2023
2039,14,12,2023
2040,14,12,2023
2041,14,12,2023
2042,14,12,2023
2043,14,12,2023
2044,14,12,2023
2045,14,12,2023
2046,14,12,2023
2047,14,12,2023
2048,14,12,2023
2049,14,12,2023
2050,14,12,2023
2051,14,12,2023
2052,14,12,2023
2053,14,12,2023
2054,14,12,2023
2055,14,12,2023
2056,14,12,2023
2057,14,12,2023
2058,14,12,2023
2059,14,12,2023
2060,14,12,2023
2061,14,12,2023
2062,14,12,2023
2063,14,12,2023
2064,14,12,2023
2065,14,12,2023
2066,14,12,2023
2067,14,12,2023
2068,14,12,2023
2069,14,12,2023
2070,14,12,2023
2071,14,12,2023
2072,14,12,2023
2073,14,12,2023
2074,14,12,2023
2075,14,12,2023
2076,14,12,2023
2077,14,12,2023
2078,14,12,2023
2079,14,12,2023
2080,14,12,2023
2081,14,12,2023
2082,14,12,2023
2083,14,12,2023
2084,14,12,2023
2085,14,12,2023
2086,14,12,2023
2087,14,12,2023
2088,14,12,2023
2089,14,12,2023
2090,14,12,2023
2091,14,12,2023
2092,14,12,2023
2093,14,12,2023
2094,14,12,2023
2095,14,12,2023
2096,14,12,2023
2097,14,12,2023
2098,14,12,2023
2099,14,12,2023
2100,14,12,2023
2101,14,12,2023
2102,14,12,2023
2103,14,12,2023
2104,14,12,2023
2105,14,12,2023
2106,14,12,2023
2107,14,12,2023
2108,14,12,2023
2109,14,12,2023
2110,14,12,2023
2111,14,12,2023
2112,14,12,2023
2113,14,12,2023
2114,14,12,2023
2115,14,12,2023
2116,14,12,2023
2117,14,12,2023
2118,14,12,2023
2119,14,12,2023
2120,14,12,2023
2121,14,12,2023
2122,14,12,2023
2123,14,12,2023
2124,14,12,2023
2125,14,12,2023
2126,14,12,2023
2127,14,12,2023
2128,14,12,2023
2129,14,12,2023
2130,14,12,2023
2131,14,12,2023
2132,14,12,2023
2133,14,12,2023
2134,14,12,2023
2135,14,12,2023
2136,14,12,2023
2137,14,12,2023
2138,14,12,2023
2139,14,12,2023
2140,14,12,2023
2141,14,12,2023
2142,14,12,2023
2143,14,12,2023
2144,14,12,2023
2145,14,12,2023
2146,14,12,2023
2147,14,12,2023
2148,14,12,2023
2149,14,12,2023
2150,14,12,2023
2151,14,12,2023
2152,14,12,2023
2153,14,12,2023
2154,14,12,2023
2155,14,12,2023
2156,14,12,2023
2157,14,12,2023
2158,14,12,2023
2159,14,12,2023
2160,14,12,2023
2161,14,12,2023
2162,14,12,2023
2163,14,12,2023
2164,14,12,2023
2165,14,12,2023
2166,14,12,2023
2167,14,12,2023
2168,14,12,2023
2169,14,12,2023
2170,14,12,2023
2171,14,12,2023
2172,14,12,2023
2173,14,12,2023
2174,14,12,2023
2175,14,12,2023
2176,14,12,2023
2177,14,12,2023
2178,14,12,2023
2179,14,12,2023
2180,14,12,2023
2181,14,12,2023
2182,14,12,2023
2183,14,12,2023
2184,14,12,2023
2185,14,12,2023
2186,14,12,2023
2187,14,12,2023
2188,14,12,2023
2189,14,12,2023
2190,14,12,2023
2191,14,12,2023
2192,14,12,2023
2193,14,12,2023
2194,14,12,2023
2195,14,12,2023
2196,14,12,2023
2197,14,12,2023
2198,14,12,2023
2199,14,12,2023
2200,14,12,2023
2201,14,12,2023
2202,14,12,2023
2203,14,12,2023
2204,14,12,2023
2205,14,12,2023
2206,14,12,2023
2207,14,12,2023
2208,14,12,2023
2209,14,12,2023
2210,14,12,2023
2211,14,12,2023
2212,14,12,2023
2213,14,12,2023
2214,14,12,2023
2215,14,12,2023
2216,14,12,2023
2217,14,12,2023
2218,14,12,2023
2219,14,12,2023
2220,14,12,2023
2221,14,12,2023
2222,14,12,2023
2223,14,12,2023
2224,14,12,2023
2225,14,12,2023
2226,14,12,2023
2227,14,12,2023
2228,14,12,2023
2229,14,12,2023
2230,14,12,2023
2231,14,12,2023
2232,14,12,2023
2233,14,12,2023
2234,14,12,2023
2235,14,12,2023
2236,14,12,2023
2237,14,12,2023
2238,14,12,2023
2239,14,12,2023
2240,14,12,2023
2241,14,12,2023
2242,14,12,2023
2243,14,12,2023
2244,14,12,2023
2245,14,12,2023
2246,14,12,2023
2247,14,12,2023
2248,14,12,2023
2249,14,12,2023
2250,14,12,2023
2251,14,12,2023
2252,14,12,2023
2253,14,12,2023
2254,14,12,2023
2255,14,12,2023
2256,14,12,2023
2257,14,12,2023
2258,14,12,2023
2259,14,12,2023
2260,14,12,2023
2261,14,12,2023
2262,14,12,2023
2263,14,12,2023
2264,14,12,2023
2265,14,12,2023
2266,14,12,2023
2267,14,12,2023
2268,14,12,2023
2269,14,12,2023
2270,14,12,2023
2271,14,12,2023
2272,14,12,2023
2273,14,12,2023
2274,14,12,2023
2275,14,12,2023
2276,14,12,2023
2277,14,12,2023
2278,14,12,2023
2279,14,12,2023
2280,14,12,2023
2281,14,12,2023
2282,14,12,2023
2283,14,12,2023
2284,14,12,2023
2285,14,12,2023
2286,14,12,2023
2287,14,12,2023
2288,14,12,2023
2289,14,12,2023
2290,14,12,2023
2291,14,12,2023
2292,14,12,2023
2293,14,12,2023
2294,14,12,2023
2295,14,12,2023
2296,14,12,2023
2297,14,12,2023
2298,14,12,2023
2299,14,12,2023
2300,14,12,2023
2301,14,12,2023
2302,14,12,2023
2303,14,12,2023
2304,14,12,2023
2305,14,12,2023
2306,14,12,2023
2307,14,12,2023
2308,14,12,2023
2309,14,12,2023
2310,14,12,2023
2311,14,12,2023
2312,14,12,2023
2313,14,12,2023
2314,14,12,2023
2315,14,12,2023
2316,14,12,2023
2317,14,12,2023
2318,14,12,2023
2319,14,12,2023
2320,14,12,2023
2321,14,12,2023
2322,14,12,2023
2323,14,12,2023
2324,14,12,2023
2325,14,12,2023
2326,14,12,2023
2327,14,12,2023
2328,14,12,2023
2329,14,12,2023
2330,14,12,2023
2331,14,12,2023
2332,14,12,2023
2333,14,12,2023
2334,14,12,2023
2335,14,12,2023
2336,14,12,2023
2337,14,12,2023
2338,14,12,2023
2339,14,12,2023
2340,14,12,2023
2341,14,12,2023
2342,14,12,2023
2343,14,12,2023
2344,14,12,2023
2345,14,12,2023
2346,14,12,2023
2347,14,12,2023
2348,14,12,2023
2349,14,12,2023
2350,14,12,2023
2351,14,12,2023
2352,14,12,2023
2353,14,12,2023
2354,14,12,2023
2355,14,12,2023
2356,14,12,2023
2357,14,12,2023
2358,14,12,2023
2359,14,12,2023
2360,14,12,2023
2361,14,12,2023
2362,14,12,2023
2363,14,12,2023
2364,14,12,2023
2365,14,12,2023
2366,14,12,2023
2367,14,12,2023
2368,14,12,2023
2369,14,12,2023
2370,14,12,2023
2371,14,12,2023
2372,14,12,2023
2373,14,12,2023
2374,14,12,2023
2375,14,12,2023
2376,14,12,2023
2377,14,12,2023
2378,14,12,2023
2379,14,12,2023
2380,14,12,2023
2381,14,12,2023
2382,14,12,2023
2383,14,12,2023
2384,14,12,2023
2385,14,12,2023
2386,14,12,2023
2387,14,12,2023
2388,14,12,2023
2389,14,12,2023
2390,14,12,2023
2391,14,12,2023
2392,14,12,2023
2393,14,12,2023
2394,14,12,2023
2395,14,12,2023
2396,14,12,2023
2397,14,12,2023
2398,14,12,2023
2399,14,12,2023
2400,14,12,2023
2401,14,12,2023
2402,14,12,2023
2403,14,12,2023
2404,14,12,2023
2405,14,12,2023
2406,14,12,2023
2407,14,12,2023
2408,14,12,2023
2409,14,12,2023
2410,14,12,2023
2411,14,12,2023
2412,14,12,2023
2413,14,12,2023
2414,14,12,2023
2415,14,12,2023
2416,14,12,2023
2417,14,12,2023
2418,14,12,2023
2419,14,12,2023
2420,14,12,2023
2421,14,12,2023
2422,14,12,2023
2423,14,12,2023
2424,14,12,2023
2425,14,12,2023
2426,14,12,2023
2427,14,12,2023
2428,14,12,2023
2429,14,12,2023
2430,14,12,2023
2431,14,12,2023
2432,14,12,2023
2433,14,12,2023
2434,14,12,2023
2435,14,12,2023
2436,14,12,2023
2437,14,12,2023
2438,14,12,2023
2439,14,12,2023
2440,14,12,2023
2441,14,12,2023
2442,14,12,2023
2443,14,12,2023
2444,14,12,2023
2445,14,12,2023
2446,14,12,2023
2447,14,12,2023
2448,14,12,2023
2449,14,12,2023
2450,14,12,2023
2451,14,12,2023
2452,14,12,2023
2453,14,12,2023
2454,14,12,2023
2455,14,12,2023
2456,14,12,2023
2457,14,12,2023
2458,14,12,2023
2459,14,12,2023
2460,14,12,2023
2461,14,12,2023
2462,14,12,2023
2463,14,12,2023
2464,14,12,2023
2465,14,12,2023
2466,14,12,2023
2467,14,12,2023
2468,14,12,2023
2469,14,12,2023
2470,14,12,2023
2471,14,12,2023
2472,14,12,2023
2473,14,12,2023
2474,14,12,2023
2475,14,12,2023
2476,14,12,2023
2477,14,12,2023
2478,14,12,2023
2479,14,12,2023
2480,14,12,2023
2481,14,12,2023
2482,14,12,2023
2483,14,12,2023
2484,14,12,2023
2485,14,12,2023
2486,14,12,2023
2487,14,12,2023
2488,14,12,2023
2489,14,12,2023
2490,14,12,2023
2491,14,12,2023
2492,14,12,2023
2493,14,12,2023
2494,14,12,2023
2495,14,12,2023
2496,14,12,2023
2497,14,12,2023
2498,14,12,2023
2499,14,12,2023
2500,14,12,2023
2501,14,12,2023
2502,14,12,2023
2503,14,12,2023
2504,14,12,2023
2505,14,12,2023
2506,14,12,2023
2507,14,12,2023
2508,14,12,2023
2509,14,12,2023
2510,14,12,2023
2511,14,12,2023
2512,14,12,2023
2513,14,12,2023
2514,14,12,2023
2515,14,12,2023
2516,14,12,2023
2517,14,12,2023
2518,14,12,2023
2519,14,12,2023
2520,14,12,2023
2521,14,12,2023
2522,14,12,2023
2523,14,12,2023
2524,14,12,2023
2525,14,12,2023
2526,14,12,2023
2527,14,12,2023
2528,14,12,2023
2529,14,12,2023
2530,14,12,2023
2531,14,12,2023
2532,14,12,2023
2533,14,12,2023
2534,14,12,2023
2535,14,12,2023
2536,14,12,2023
2537,14,12,2023
2538,14,12,2023
2539,14,12,2023
2540,14,12,2023
2541,14,12,2023
2542,14,12,2023
2543,14,12,2023
2544,14,12,2023
2545,14,12,2023
2546,14,12,2023
2547,14,12,2023
2548,14,12,2023
2549,14,12,2023
2550,14,12,2023
2551,14,12,2023
2552,14,12,2023
2553,14,12,2023
2554,14,12,2023
2555,14,12,2023
2556,14,12,2023
2557,14,12,2023
2558,14,12,2023
2559,14,12,2023
2560,14,12,2023
2561,14,12,2023
2562,14,12,2023
2563,14,12,2023
2564,14,12,2023
2565,14,12,2023
2566,14,12,2023
2567,14,12,2023
2568,14,12,2023
2569,14,12,2023
2570,14,12,2023
2571,14,12,2023
2572,14,12,2023
2573,14,12,2023
2574,14,12,2023
2575,14,12,2023
2576,14,12,2023
2577,14,12,2023
2578,14,12,2023
2579,14,12,2023
2580,14,12,2023
2581,14,12,2023
2582,14,12,2023
2583,14,12,2023
2584,14,12,2023
2585,14,12,2023
2586,14,12,2023
2587,14,12,2023
2588,14,12,2023
2589,14,12,2023
2590,14,12,2023
2591,14,12,2023
2592,14,12,2023
2593,14,12,2023
2594,14,12,2023
2595,14,12,2023
2596,14,12,2023
2597,14,12,2023
2598,14,12,2023
2599,14,12,2023
2600,14,12,2023
2601,14,12,2023
2602,14,12,2023
2603,14,12,2023
2604,14,12,2023
2605,14,12,2023
